Column,id,year,text,company,ciarfn
14868,984598,1919,"SOlJ TH AFRIC7 | l LAND AND ÃƒÆ Ã Â XPLCiR7XTlON co., LTD. Directors Quadficaticn. 100 shares . Lt.-Col. G. L. Andersson. Chairman. I Sirl . M. Gullinan,C.M.G., D.S.O. I R. Des Clayes.",SOLJ AFRIC LAND AND Ã,Solj Afric Land And Ã
14869,57444,1888,SOLOMON PROSPECTING COMPANY.,SOLOMON PROSPECTING COMPANY,Solomon Prospecting Company
14870,668506,1914,SOLOMON S TEM PL E LIILMINÃƒÆ Ã Â sTLiMITED.,SOLOMON TEM LIILMINÃ Æ Ã,Solomon Temple Tin Mines Limited
14871,385266,1909,SOMER T GOLbn mslTNG COMPANY. LIMITED.,SOMER GOLBN SLTNG COMPANY LIMITED,Somer Golbn Sltng Company Limited
14872,328484,1908,"SOMERA GOLD MINING COMPANY, LIMITED. Directors. R. T. BayliBS, Chairman. | Colonel Robert Baring. I Henry W. Barnett.",SOMERA GOLD MINING COMPANY LIMITED,Somera Gold Mining Company Limited
14873,506211,1911,SOMERSET M I N ERAL SYNDICATE. LI M ITED.,SOMERSET ERAL SYNDICATE ITED,Somerset Eral Syndicate Ited
14874,328504,1908,"SOMERSET MINERAL SYNDICATE. LIMITED. J. Directors Qualification, 500 shares . Fleming. | A. E. Rhodes. | G. U. Isaacs. | R,A. Lawther.",SOMERSET MINERAL SYNDICATE LIMITED,Somerset Mineral Syndicate Limited
14875,506215,1911,"SOMERSETSHIRE CO AL AND RAILWAY CO., LTD.",SOMERSETSHIRE AND RAILWAY LIMITED,Somersetshire And Railway Limited
14876,752682,1915,"SOMME SYNDICATE, LIMITED.",SOMME SYNDICATE LIMITED,Somme Syndicate Limited
14877,272330,1903,SOMONDOCO EMERALDS. LIMITED.,SOMONDOCO EMERALDS LIMITED,Somondoco Emeralds Limited
14878,145852,1893,"SOMORROSTRO IRON ORE COMPANY, LIMITED.",SOMORROSTRO IRON ORE COMPANY LIMITED,Somorrostro Iron Ore Company Limited
14879,640456,1913,SON DAGE SYNDICATE. LIMITED.,SON DAGE SYNDICATE LIMITED,Sondage Syndicate Limited
14880,516820,1912,"Ltd., for £350 cash and £5,500 in fully paid ordinary shares. SON S 0 F GWA LTA. TjlVntEDTDirectors",SON GWA LTA VNTEDTDIR,Son Gwa Lta Vntedtdir
14881,706885,1914,SOND KGE SiYNDlC ATE .,SOND KGE SIYNDLC ATE,Sond Kge Siyndlc Ate
14882,328515,1908,"SONDAGE SYNDICATE, LIMITED Consultative Committee.",SONDAGE SYNDICATE LIMITED,Sondage Syndicate Limited
14883,77472,1889,SONDBE VINOBEN NOBWAY SILVEB.,SONDBE VINOBEN NOBWAY SILVEB,Sondbe Vinoben Nobway Silveb
14884,77465,1889,"SONDRE VINOREN NORWAY SILVER MINES,",SONDRE VINOREN NORWAY SILVER MINES,Sondre Vinoren Norway Silver Mines
14885,1108786,1922,"SONG-PA MEXICAN SILVER MiNES, LTD .",SONG MEXICAN SILVER MINES LIMITED,Song Mexican Silver Mines Limited
14886,272351,1903,"SONOMA MINES Oi MEXICO, LIMITED.",SONOMA MINES MEXICO LIMITED,Sonoma Mines Mexico Limited
14887,506239,1911,"SONOMA SILVER MINES, LIMITED.",SONOMA SILVER MINES LIMITED,Sonoma Silver Mines Limiteddir
14888,21983,1887,"SONORA GOLD MINING COMPANY,",SONORA GOLD MINING COMPANY,Sonora Gold Mining Company Limited
14889,1066740,1921,"SONORA MEXICAN SILVER MINES, LTD. Directors Qualification, £100 . Sir E. V. Birch, K.C.M.G., Chairman.",SONORA MEXICAN SILVER MINES LIMITED,Sonora Mexican Silver Mines Limited
14890,21993,1887,"SONORA SILVER MINING COMPANY,",SONORA SILVER MINING COMPANY,Sonora Silver Mining Company Limited
14891,444595,1910,"SONORA SYNDICATE , LIMiTED.",SONORA SYNDICATE LIMITED,Sonora Syndicate Limited
14892,1024994,1920,"SONORAMIiXlCAN SILVER gg HNES, LTD. uectors Qualification, £1",SONORAMIIXLCAN SILVER HNES LIMITED,Sonoramiixlcan Silver Hnes Limited
14893,339711,1909,"SONS OF GWALIA, LIMITED.",SONS GWALIA LIMITED,Sons Gwalia Limited
14894,456152,1911,"SONS OF GWALIA SOUTH GOLD MINES, LIMITED:",SONS GWALIA LIMITED,Sons Gwalia Limited
14895,1066757,1921,"SONS OF GWALlA. LTD. Directors Qualification, £100 . Sir G. P. Doolette, J.P., Chain-mun. | J. Barry, J. P. I C. A. Morsing.",SONS GWALLA LIMITED,Sons Gwalia Limited
14896,516884,1912,SONS OP QWALU SOUTH.,SONS QWALU SOUTH,Sons Qwalu South
14897,444601,1910,"SOOT H ILL W OO D COLLI IERY CO M PAN Y LiWfED Directors A. B. Blakeley ; R. I. Critch ey, J.P. ; H. Child ; H W. Pay.",SOOT ILL COLLI IERY PAN,Soot Ill Colli Iery Pan
14898,444944,1910,"subscription. Accounts not published. Transfer form, common ; fee, 2s. 6d SOOTfiERNHdEVE L6PMrTNT C M PANY. LIMITED.",SOOTFIERNHFEVE LGPMFTNT PANY LIMITED,Sootfiernhfeve Lgpmftnt Pany Limited
14899,478593,1911,SOOTH AFRICAN QOL.V TRUST,SOOTH AFRICAN QOL TRUST,Sooth African Territories Limited
14900,385308,1909,SOOTHILIi WOOD COLLIERY,SOOTHILII WOOD COLLIERY,Soothilii Wood Colliery
14901,385304,1909,"SOOTHILL WOOD COLLIERY COMPANY, LIMITED DirecSteocrrse taAry. B. Blakeley j R. I. Critch ey, J.P. ; W. Critchley ; H. Child ; H. W. Day. and Offices S. Blakeley, SoothiU Wood Colliery, Batley, Yorks. This company was registered September 16th, 1886, to acquire from A B.",SOOTHILL WOOD COLLIERY COMPANY LIMITED,Soothill Wood Colliery Company Limited
14902,415849,1910,"and May 26th. 1909, in Nos. 75.001 to 90,000. Latest price, W, jf. SOOWIN CONCESSIONS. Ll M ITED.",SOOWIN CONCESSIONS ITED,Soowin Concessionsi Limited
14903,249564,1903,SOOWlN CQEICESSIONS. LIMITED.,SOOWLN CQEICESSIONS LIMITED,Soowln Cqeicessions Limited
14904,640544,1913,"SOPA DIAMOND ,MIAE. LIMITED. rectors.",SOPA DIAMOND MIAE LIMITED,Sopa Diamond Mine Limited
14905,639412,1913,SORETIII EDSTONQOOALTOOMPANYT UMITED. Directors.,SORETIII EDSTONQOOALTOOMPANYT UMITED,Soretiii Edstonqooaltoompanyt Umited
14906,640562,1913,"SORIA MlNljflG CQMPANY, LIMITED.",SORIA CQMPANY LIMITED,Soria Cqmpany Limited
14907,272366,1903,"SORIA MINILISS COMPANY, LIMITED.",SORIA MINILISS COMPANY LIMITED,Soria Minillg Comjbaliy Limited
14908,385313,1909,"SORIA MINING COMPANY. LIMITED. Trustees for Debenture-Holders Sir J. E. Backhouse. Bart. ; E. E. Turton, J.P., D.L.",SORIA MINING COMPANY LIMITED,Soria Mining Company Limited
14909,22060,1887,"SORTRIDGE COPPER MINING COMPANY,",SORTRIDGE COPPER MINING COMPANY,Sortridge Copper Mining Company Limited
14910,478416,1911,SOTjThrTA RTCAN GOLD M INES.nJM ITED.,SOTJTHRTA RTCAN GOLD INES RJM,Sotjthrta Rtcan Gold Ines Rjm
14911,599551,1913,"SOTTFHERN LANDS 7CORPDRATION, LIMITED. Directors Qualification, 100 shares . II. Samuel, Chairman. I Dr. B. W. Ginsburg. | W. J. Harvey.",SOTTFHERN LANDS CORPDRATION LIMITED,Sottfhern Lands Corpdration Limited
14912,90380,1889,SOTTTH AF RICAN COMPANY-oontintted.,SOTTTH RICAN COMPANY,Sottth Rican Company
14913,113421,1891,SOtTTHEBN INDIA ALPHA GOLD jontinued.,SOTTTHEBN INDIA ALPHA GOLD,Sottthebn India Alpha Gold
14914,444662,1910,"SOTTThTAlvl ERTCAN MTNEir N SH N ERALS, LTD.",SOTTTHTAHV ERTCAN MTNEHV ERALS LIMITED,Sottthtahv Ertcan Mtnehv Erals Limited
14915,1108844,1922,SOU TH AFRICAN ALLUVIALSI LTD.,SOU AFRICAN ALLUVIALSI LIMITED,Sou African Alluvialsi Limited
14916,1108914,1922,SOU I EII AFIHCAN COAL ESTALTES,SOU EII AFIHCAN COAL ESTALTES,Sou Eii Afihcan Coal Estaltes
14917,1025942,1920,SOU I HE uN SEAN STATEN SYND. 1909 eont1nued.,SOU SEAN STATEN SYNDICATE,Sou Sean Staten Syndicate
14918,707309,1914,"SOU TH TERRfS, MINES. LIMITED Beoretary and Ofllces G. L. Taylor, at, Gresham House. EEC.",SOU TERRFS MINES LIMITED EEC,Sou Terrfs Mines Limited Eec
14919,984958,1919,"highest, 7 . 6d.: lowest, 2s. 6d. Latest price, is. 75d. SOU,TH-WEST AFRICA C o.. Lfii.",SOU WEST AFRICA,Sou West Africa
14920,752777,1915,"SOUBII. CONCESSIONS COMPANY, LIMITED.",SOUBII CONCESSIONS COMPANY LIMITED,Soubii Concessions Company Limited
14921,249584,1903,"SOUBIL CONCESSlONS COMPANY, LIMITED",SOUBIL CONCESSLONS COMPANY LIMITED,Soubil Concesslons Company Limited
14922,539307,1912,"SOUDAN DEVELCOOMPMPAENYN,T LIMAINTEDD. EXPLORATION",SOUDAN DEVELCOOMPMPAENYN LIMAINTEDD EXPLORATION,Soudan Development And Exploration Company
14923,360471,1909,SOUDAN FINANCE SYNDICATE. LIMITED.,SOUDAN FINANCE SYNDICATE LIMITED,Soudan Finance Syndicate Limited
14924,668511,1914,SOUDAN REEFS. LIMITED.,SOUDAN REEFS LIMITED,Soudan Reefs Limited
14925,945387,1918,"shares Nos. 1 to 69,060. 7 wH SOUHTAFRICANDirectRorEs A QLual ififEca tsioin F, £A1 0fi0 . fh RUsirfi Ff 0. Distal, Chairman. E. A. Wallers. l Landon Committee F. Helm; T. J. Milner. Secretary F. Hilner, Box 2507, Johannesburg. London Secretaries and. Oflices A. Meir n 00., 1, London Wall Buildings, 11.0. 2.",SOUHTAFRICANDIR QLIR RUIR,Soutei African Territories
14926,1109665,1922,"SOUT HERN DEVELOPMENT CORPN.. LTD. Registered July 18, 1917 see vol. for 1918 . On October 17, 1921, it was",SOUT HERN DEVELOPMENT CORPN LIMITED,Sout Hern Development Corpn Limited
14927,385607,1909,"SOUT HE R lsT E X PLP R AT I O N SYNDICATE, LI M ITED. Directors Qualification, Major J.McLeod, £50 . Cameron. | A.H.Barclay. | A. W. Fenton. | G. L. Waldron. Secretary and Offices E. C. C. Smith, 237-230, Pinsbory Pavement House, E.C. Phone : 1321 Wall. This company was registered November 16th, 1906, to deal with mining properties in South America. The authorised capital is £2,500 in 2,500 shares of £1 each j 1,575 shares are issued and fnlly paid inoluding 500 credited as fully paid. No accounts received. SOXTTHERN PACIFIC DIC ErXlMITED. Directors A. Lemon ; F. M. Voules. . Seoretary and Offices L. K. Evans, 14, Queen Victoria Street, E.C. This company was registered September 17th, 1906, to carry on business as financiers, miners, &o. The authorised capital is £1,000, in 1,000 shares of £1 each ; all the shares are issued and Is. paid. SOUTHERN SHAN STATES SYNDICATE, LIMITED. Earl of Directors Qualification, other than first directors, 100 shares . Chesterfield, P.C. | W. B. Dick. | Rt. Hon. Viscount MoleBworth. | F. W. Baker. B. P. Hornby. Manager in Burma G. M. Hamlyn, Rangoon, Burma. Bankers Capital 4 Counties Bank, Ltd. | Solicitors Reynolds, Hornby & Hewett. Auditors Gane, Jackson, Jeffreys, Well & Co. Secretary and Offices J. A. Henderson, 11, Pancras Lane, E.C. Telegrams : Bankolon, London. Code : Lieber. Phone : 033 Bank. This company was registered February 26th, 1908, to acquire from W. B. Dick, four mining licenses in the Southern Shau States, Burma, also to construct and maintain a railway in connection therewith. The consideration was £16,300 payable £2,300 in cash and £14,000 in fully-paid shares. The authorised capital is £25,000, in 25,000 shares of £1 oach ; 9,002 shares are issuod and fully paid. The statutory report was dated June 9th, 1908. Transfer form, common ; fee, 2s. 6d. SrWffSH PPER COM PAN Y, LIMITED. Directors Qualification, £400 Q. B. ilea, Chairman ; F. T. Fisher; M. Yglesias, Managin 9 Offices 2, Tokenhonse Buildings, E.C. This company was registered Juno 8th, 1883, to acquire a lease of the copper mines of Fronteriza and San Vicente, province of Huelva, Spain, with option on two neighbouring mines, La Carolina and La Infanta, total area 160 acres. The consideration was £75,000 in deferred B shares. The area has been increased to 400 acres. In January, 1907, the properties were acquired by the Anglo- Spanish Copper Co., Ltd., for £80,000 in fully-paid shares see that company . 100-1 . SPANISH COPPEH The authorised capital is £150,000, in 160,000 shares of £1 each; 110,000 shares are issued and fully paid. The shares, formerly of £10 each, were con- .verted into £1 shares in January, 1907, holders receiving 10 new shares for each old share held. The accounts to December 31st, 1906, submitted April 23rd, 1907. showed debtors £77, oreditors £759. Transfer form, common ; fee, 28. W. SPANISH INDUSTRIES. LIMITED. Directors Adolph Gates, Chairman Isidore Goetz ; F. W. Bartlett. Auditor J. Paxton Glarkson, F.S.A.A. Secretary and Offices E. N. B.Donisthorpe, P.O.I.S., Mansion House Chamber , B.C. Telegrams : c o Donicum, London. Phone : 7633 Wall. This company was registered September 20th, 1900, and acquired tin mining concessions in the distriot of Pontevedra, Orense, Lugo and Leon, Spain, the consideration being £2,000 in fully-paid shares. Other options and interests were afterwards acquired for £13,000, in fully-paid shares. The property now comprises 8 concessions, covering about 1,000 acres. The authorised capital is £20,000, in 20,000 shares of £1 each ; 17,939 sharei are issued and fully paid, including 15,000 vendors shares. The accounts for two years ended September 30th, 1907, submitted October 31st, 1907, showed expenditure to date in Spain and London £4,020 ; creditors £2,440. Transfer form, common ; fee, 2s. 6d. SPANISH LEAD SYNDICATE. LIMITED. Directors H. L. Usborne ; Col. Henry Hams. Solicitors Mayo, Elder & Co. | Auditor Charles Fox. F.C.A. Secretary and Offloes H. St. John Hodges, 20, Copthall Avenue, B.C. This company was registered Maroh 26th, 1902, and is interested in the Heredii Lead Mines, Ltd. The authorised capital is £30,000, in 80,000 shares of £1 each ; 28,007 shares are issued and fully paid. The accounts to October 31st, 1906, sub mitted December 17th, 1906, showed cash £62, bills receivable £100, debtors £42; creditors £513. No later accounts. Transfer form, common ; fee, 2s. 6d. SPANISH ma rbTje7 limited. Directors Qualification, £260 . Richard Cory. | H. W. Flint. I B. George Laws. | J. S. Sparkes. | R. O. Riley. Manager Edwin Willie, Albancbei, Almeria, Spain. Madrid Offices Calla Alfonso XII. 10-38. Secretary and Office A. Pincombe, 104, Bute Street, Cardiff. Telegrams i Ivy, Cardiff. N.T., 1321 Cardiff. This company was registered May 1st, 1906, to acquire from Rowland O. Biley, marble lands and properties situated in the province of Almeria, Spain, also a concession for a private railway. The consideration was £7,000 in 5,000 follypaid preference and 5,000 fully-paid ordinary shares of £1 each. The authorised capital is £25,000 in 20,000 preference and 5,000 ordinary shares of £1 each ; all the preference and all the ordinary shares are issued and fully paid, including vendors . The preference shares are entitled to a fixed cumulative dividend of 7£ per cent, per annum, and half the remaining profits. No accounts received. SPANISH PROSPECTING COMPANY, LIMITED. Directors J. B. White, Chairman; William C. Punchard; Stephen Vivian. Solicitors Slaughter & May. | Bankers Credit Lyonnais. Seoretary and Offices Walter E. Hopper, 151, Cannon Street, E.C. This company was registered May 14th, 1901, to deal with mines in Spain. The company now owns £3,840 debentures in Esperama Copper and Sulphur Co., Ltd., also 1,152 shares in Zalamea Copper Co., Ltd. The authorised capital is £20,000, in 20,000 shares of £1 each ; 10,817 shares are issued, 6,017 being fully paid and 4,800 having 13s. 6d. per share called up. The last call made was Is., due February 13th, 1905, and the balance is payable as required. The accounts for year ended September 30th, 1907, submitted December 17th, 1907, showed £665 to debit of profit and loss account ; cash £6,255, investments at cost £480 ; creditors £8. Transfe r form, common ; fee, 2s. 6d. SPASSKY COPPER MINE, LIMITED. Trustees for Debenture -Holders Arthur Fell, M.A., M.F. ; L. Ehrlich. Arthur Fell, M.A., M.P., Directors Qualification, £250 . Chairman. | Ernest Carnot, Vice-Chairman. | Earl of Chesterfield, F.C. F. H. Hamilton. | H. A. Scott. | Jean B. Depellev. His Excellence IMnce M. Khilkoff, in Sunia. | F. Robollai, Managing in Paris. Consulting Engineers Pellew Harvey A Fell, 62, London Wall, E.C. Itesident Manager H. C. Woolmor, A.M.I.C.E., Spaesky Zavod, Akmolinsk, Siberia. Smelter Superintendent F. C. Knight, Spassky Zavod, Akmolinsk, Siberia. miscellaneous companies. 1005 SPASSKY COPPER Mine Superintendent R.K. B. Vinicombe, Yuaponsaky Mine, near Akmolinsk, Siberia. Collieries Manager E. M. Percy, Karagandy, Akmolinsk, Siberia. Bankers Robarta, Lubbock & Co. | Auditors Annan. Dexter & Co. Secretary and Offices J. A. Clark, 60, London Wall, E.C. Telegrams : Knpferseo, London. Phone: 3078 Central, This company was registered July 9th, 1904, to adopt agreements with H. Moser and the Siberian Synd., Ltd., and to acquire the Spassky Smelting Works and Cop per Mines, the Yuspenssky Copper Mines, the Raragandy and Saran Coal Mines, and other properties, comprising in all about 100 square miles, in the Akmolinsk district, Siberia. The consideration was £200,000 in shares. A railway 20 miles in length, connects the smelters with the coal mines. Smelters aro at work capable of producing 300 tons copper per month; monthly sales of copper are being made. From August 1st, 1904, to September 30th, 1906, 1,784 tons bar copper were produced value £173,784; for 1906-7, 700-3 tons oopper value £78,457. In July, 1908, it was stated there was already blocked out above 350 ft. level, ore sufficient to supply the smelter for several years at a production of 300 tons copper per month. The authorised capital is £500,000, in 600,000 shares of £1 each; 300,000 shares are issued and fully paid. The capital was increased from £300,000 in Maroh, 1908. There are £184,350 psrt of £300,000 six per cent, debentures redeemable at par July 1st, 1918, or at 105 any time after January 1st, 1912, on six months notice from company ; holders have the right to convert into fullypaid shares at £3; £129,300 was issued in ezohange for old debentures and £65,050 issued during 1908 at 96 per cent. The accounts for year ended September 30th, 1906, submitted May 14th, 1907, showed copper sales £88.677, and a balance of £8,280, making with £16,500 brought forward a sum of £24,780 carried forward to credit of profit and loss. The accounts to September 30th, 1907, submitted July 7th, 1908, showod credit balance increased to £18,210 1 cash £6,297, debtors £3,876, stocks on hand £51,898; creditors £34,757, loans £46,995. Share premium account £62,500 debentures since issued . The 23rd August, 1905, was appointed settling day in shares Nos. 1 to 250,000, and May 14th, 1907, in Nos. 250,001 to 800,000. Transfer form, common ; fee, 2s. 6d. Prices, 1905 : highest, 7i ; lowest, 2 ; 1906 : highest, 8; ; lowest, 4 ; 1907: highest, 6J ; lowest, lj; 1908: highest, 3; lowest, If, Latest price, Itt, 2rV- STAFFORD COAL AND IRON COMPANY, LIMITED. Trustees for Debenture-Holders E., Chaplin ; B. Russell. Direotors. Duke of Sutherland, K.G. | Erin Chaplin. | G. Menzies. | K. R. B. Wodchouse. | J. Bourne. Secretary and Offices G. A. Green, Kenton, Stoke-on-Trent. Telegrams: Furnaces, Stoke-on-Trent. N.T., 108 LongtOD. This company was registered September 10th, 1873, and owns the Great Fenton Collieries situate in the parish of Stoke-on-Trent, Staffs. The authorised capital is £280,000, in 8,000 preference and 6,000 origina shares of £20 each ; all the preference and 3,500 original shares are issued and fully paid. The capita , originally £50,000, has been increased at various times to present amount. There are £96,150 five percent, debentures, part of £120,000. Standard china company, limited. This company was registered November 22nd, 1905 see vol. for 1906 . On Jnno 29th, 1908, it was resolved to wind up voluntarily; liquidator, J. R. Edwards, 119 and 120, London Wall, E.C. STANDARD COPPER MINES. President John K. Krskine, Junr. Manager G. H. Dudley, Metcalf, Arizona, U.8.A. Offloes 52, Wall Street, New York City, U.S.A.. and Metcalf, Arizona, U.S.A. Cables: Kinkleo, New York City. Code: Bedford McNeill. This company was formed in Arizona, U.S.A., February 21st, 1901, to acquire the Standard group of oopper mines, Graham county, Arizona, U.S.A , about five miles north of Clifton. Two adjoining claims have since been acquired, making total area 99 acres. Ore shipments commenced in March, 1902. The authorised capital is 500,000, in 500,000 shares of $1 eaoh ; 425,000 shares are issued and fully paid and non-assessable, 292,515 being held by the Standard Consolidated Copper Co., of New York. Total dividends paid to December, 1905. 69,500. 1006 TffH . STANDARD COPPEB The accounts for six months to September 30th, 1906, showed a loss of $3,339 and $29,505 to credit of profit and loss account. A share register was kept in Loudon, but the London Agency hag been abolished. Latest price. Is. 6d. STANG AND CLEASBY LEAD MINES, LIMITED. Directors E. Gray ; J. Backhouse ; 8. Border ; J. E. Jones. Secretary and Offices E. Stanley Jones, 1, Market Street, York. This company was registered October 26th, 1907, to acquire mining rights over lands in the manors of Arkengarthdale, New Forest and Hope, North Biding, Yorks. The consideration was £12,000 in fully-paid shares. The authorised capital is £20,000, in 20,000 shares of £1 each ; 15,183 shares are issued, 12,007 being fully paid, including vendors , and 3,176 having 15s. paid. Transfer form, common ; fee. 2s. Gd. STANNARIES SYNDICATE. LIMITED. Directors Qualification, £500 E. H. Williamson, Permanent E. W. Gundry, Permanent, Auditors James & Edwards. Secretary and Offices R. A. Hamlyn, 7, Great Winchester Street, E.C. This company was registered June 15th, 1906, to carry on business as miners and smelters, also the testing of tin mines in Cornwall. The authorised capital is £3,000, in 3,000 shares of £1 each ; all the shares are issued and fully paid. Accounts are made up to December 31st.",SOUT PLP SYNDICATE ITED SOXTTHERN,Sout Plp Syndicate Ited Soxtthern
14928,568653,1912,"SOUT H SARD INIA COLLIER IES, LI MITED 7",SOUT SARD INIA COLLIER IES,Sout Sard Inia Collier Ies
14929,272491,1903,SOUTE DERWENT COAL COJMPANY. LIMITED.,SOUTE DERWENT COAL COJMPANY LIMITED,Soute Derwent Coal Cojmpany Limited
